stream_id,username,fullname,komentar,tanggal,likes,replies,topics,clean_text,tokens,normalized,no_stopword,negation,stems,stem_text,length,label,token_count,tanggal_dt,sentiment_score
31493465,karimamrillah83,Karim Amrullah,"sengaja ngintip steam di $BUMI dan $TINS mau baca tulisan orang marah2, selamat yak holder  $ASPR kalian ada temennya. 😝😝

senin ARA kan ndar… 🔥 🔥 🔥",2026-05-08 16:58:27,3,0,"BUMI, TINS, ASPR",sengaja ngintip steam di bumi dan tins mau baca tulisan orang marah selamat yak holder aspr kalian ada temennya senin ara kan ndar,"['sengaja', 'ngintip', 'steam', 'di', 'bumi', 'dan', 'tins', 'mau', 'baca', 'tulisan', 'orang', 'marah', 'selamat', 'yak', 'holder', 'aspr', 'kalian', 'ada', 'temennya', 'senin', 'ara', 'kan', 'ndar']","['sengaja', 'ngintip', 'steam', 'di', 'bumi', 'dan', 'tins', 'mau', 'baca', 'tulisan', 'orang', 'marah', 'selamat', 'yak', 'holder', 'aspr', 'kalian', 'ada', 'temennya', 'senin', 'ara', 'kan', 'ndar']","['sengaja', 'ngintip', 'steam', 'bumi', 'tins', 'baca', 'tulisan', 'orang', 'marah', 'selamat', 'yak', 'holder', 'aspr', 'temennya', 'senin', 'ara', 'ndar']","['sengaja', 'ngintip', 'steam', 'bumi', 'tins', 'baca', 'tulisan', 'orang', 'marah', 'selamat', 'yak', 'holder', 'aspr', 'temennya', 'senin', 'ara', 'ndar']","['sengaja', 'ngintip', 'steam', 'bumi', 'tins', 'baca', 'tulis', 'orang', 'marah', 'selamat', 'yak', 'holder', 'aspr', 'temennya', 'senin', 'ara', 'ndar']",sengaja ngintip steam bumi tins baca tulis orang marah selamat yak holder aspr temennya senin ara ndar,102,1,17,2026-05-08 16:58:27+00:00,2.0
31493390,deko20,dekoapriyanto,$BUMI sudah ku duga,2026-05-08 16:56:31,0,0,BUMI,bumi sudah ku duga,"['bumi', 'sudah', 'ku', 'duga']","['bumi', 'sudah', 'ku', 'duga']","['bumi', 'duga']","['bumi', 'duga']","['bumi', 'duga']",bumi duga,9,1,2,2026-05-08 16:56:31+00:00,3.0
31493199,BANJOO,Banjo,"Anjing"" makin hari makin hancur aja ini porto, dihantam msci lah perang lah, skrg dihantam lagi sama isu bond panda, semangat buat teman"" yang nyari tambahan ataupun jajan dari saham dikondisi begini, udh gaada harapan lagi buat rebound ini market $IHSG
 
RT: $BUMI $WBSA",2026-05-08 16:52:03,7,3,"IHSG, BUMI, WBSA",anjing makin hari makin hancur aja ini porto dihantam msci lah perang lah skrg dihantam lagi sama isu bond panda semangat buat teman yang nyari tambahan ataupun jajan dari saham dikondisi begini udh gaada harapan lagi buat rebound ini market ihsg rt bumi wbsa,"['anjing', 'makin', 'hari', 'makin', 'hancur', 'aja', 'ini', 'porto', 'dihantam', 'msci', 'lah', 'perang', 'lah', 'skrg', 'dihantam', 'lagi', 'sama', 'isu', 'bond', 'panda', 'semangat', 'buat', 'teman', 'yang', 'nyari', 'tambahan', 'ataupun', 'jajan', 'dari', 'saham', 'dikondisi', 'begini', 'udh', 'gaada', 'harapan', 'lagi', 'buat', 'rebound', 'ini', 'market', 'ihsg', 'rt', 'bumi', 'wbsa']","['anjing', 'makin', 'hari', 'makin', 'hancur', 'aja', 'ini', 'porto', 'dihantam', 'msci', 'lah', 'perang', 'lah', 'skrg', 'dihantam', 'lagi', 'sama', 'isu', 'bond', 'panda', 'semangat', 'buat', 'teman', 'yang', 'nyari', 'tambahan', 'ataupun', 'jajan', 'dari', 'saham', 'dikondisi', 'begini', 'udh', 'gaada', 'harapan', 'lagi', 'buat', 'rebound', 'ini', 'market', 'ihsg', 'rt', 'bumi', 'wbsa']","['anjing', 'hancur', 'porto', 'dihantam', 'msci', 'perang', 'dihantam', 'isu', 'bond', 'panda', 'semangat', 'teman', 'nyari', 'tambahan', 'jajan', 'saham', 'dikondisi', 'gaada', 'harapan', 'rebound', 'market', 'ihsg', 'rt', 'bumi', 'wbsa']","['anjing', 'hancur', 'porto', 'dihantam', 'msci', 'perang', 'dihantam', 'isu', 'bond', 'panda', 'semangat', 'teman', 'nyari', 'tambahan', 'jajan', 'saham', 'dikondisi', 'gaada', 'harapan', 'rebound', 'market', 'ihsg', 'rt', 'bumi', 'wbsa']","['anjing', 'hancur', 'porto', 'hantam', 'msci', 'perang', 'hantam', 'isu', 'bond', 'panda', 'semangat', 'teman', 'nyari', 'tambah', 'jajan', 'saham', 'kondisi', 'gaada', 'harap', 'rebound', 'market', 'ihsg', 'rt', 'bumi', 'wbsa']",anjing hancur porto hantam msci perang hantam isu bond panda semangat teman nyari tambah jajan saham kondisi gaada harap rebound market ihsg rt bumi wbsa,153,0,25,2026-05-08 16:52:03+00:00,-13.0
31493195,stevelew,Finance is better than Real Estate,"Potensi revisi PP19/2025

Aturan baru setahun umurnya udah mau diubah2

Udah tau ya kenapa Investor Asing males masukin duit di sini, lebih milih negara tetangga

sebentar-sebentar otak atik RKAB
sebentar-sebentar otak atik royalty
sebentar-sebentar otak atik tariff, windfall tax, bagi hasil dll
Regulasi diubah-ubah dadakan seenak jidat, ga ada kepastian hukum

$TINS $BUMI $ANTM",2026-05-08 16:51:59,21,7,"TINS, BUMI, ANTM",potensi revisi pp aturan baru setahun umurnya udah mau diubah udah tau ya kenapa investor asing males masukin duit di sini lebih milih negara tetangga sebentar sebentar otak atik rkab sebentar sebentar otak atik royalty sebentar sebentar otak atik tariff windfall tax bagi hasil dll regulasi diubah ubah dadakan seenak jidat ga ada kepastian hukum tins bumi antm,"['potensi', 'revisi', 'pp', 'aturan', 'baru', 'setahun', 'umurnya', 'udah', 'mau', 'diubah', 'udah', 'tau', 'ya', 'kenapa', 'investor', 'asing', 'males', 'masukin', 'duit', 'di', 'sini', 'lebih', 'milih', 'negara', 'tetangga', 'sebentar', 'sebentar', 'otak', 'atik', 'rkab', 'sebentar', 'sebentar', 'otak', 'atik', 'royalty', 'sebentar', 'sebentar', 'otak', 'atik', 'tariff', 'windfall', 'tax', 'bagi', 'hasil', 'dll', 'regulasi', 'diubah', 'ubah', 'dadakan', 'seenak', 'jidat', 'ga', 'ada', 'kepastian', 'hukum', 'tins', 'bumi', 'antm']","['potensi', 'revisi', 'pp', 'aturan', 'baru', 'setahun', 'umurnya', 'udah', 'mau', 'diubah', 'udah', 'tau', 'ya', 'kenapa', 'investor', 'asing', 'males', 'masukin', 'duit', 'di', 'sini', 'lebih', 'milih', 'negara', 'tetangga', 'sebentar', 'sebentar', 'otak', 'atik', 'rkab', 'sebentar', 'sebentar', 'otak', 'atik', 'royalty', 'sebentar', 'sebentar', 'otak', 'atik', 'tariff', 'windfall', 'tax', 'bagi', 'hasil', 'dll', 'regulasi', 'diubah', 'ubah', 'dadakan', 'seenak', 'jidat', 'tidak', 'ada', 'kepastian', 'hukum', 'tins', 'bumi', 'antm']","['potensi', 'revisi', 'pp', 'aturan', 'setahun', 'umurnya', 'diubah', 'tau', 'investor', 'asing', 'males', 'masukin', 'duit', 'milih', 'negara', 'tetangga', 'sebentar', 'sebentar', 'otak', 'atik', 'rkab', 'sebentar', 'sebentar', 'otak', 'atik', 'royalty', 'sebentar', 'sebentar', 'otak', 'atik', 'tariff', 'windfall', 'tax', 'hasil', 'dll', 'regulasi', 'diubah', 'ubah', 'dadakan', 'seenak', 'jidat', 'tidak', 'kepastian', 'hukum', 'tins', 'bumi', 'antm']","['potensi', 'revisi', 'pp', 'aturan', 'setahun', 'umurnya', 'diubah', 'tau', 'investor', 'asing', 'males', 'masukin', 'duit', 'milih', 'negara', 'tetangga', 'sebentar', 'sebentar', 'otak', 'atik', 'rkab', 'sebentar', 'sebentar', 'otak', 'atik', 'royalty', 'sebentar', 'sebentar', 'otak', 'atik', 'tariff', 'windfall', 'tax', 'hasil', 'dll', 'regulasi', 'diubah', 'ubah', 'dadakan', 'seenak', 'jidat', 'tidak_kepastian', 'hukum', 'tins', 'bumi', 'antm']","['potensi', 'revisi', 'pp', 'atur', 'tahun', 'umur', 'ubah', 'tau', 'investor', 'asing', 'males', 'masukin', 'duit', 'milih', 'negara', 'tetangga', 'sebentar', 'sebentar', 'otak', 'atik', 'rkab', 'sebentar', 'sebentar', 'otak', 'atik', 'royalty', 'sebentar', 'sebentar', 'otak', 'atik', 'tariff', 'windfall', 'tax', 'hasil', 'dll', 'regulasi', 'ubah', 'ubah', 'dada', 'enak', 'jidat', 'tidak pasti', 'hukum', 'tins', 'bumi', 'antm']",potensi revisi pp atur tahun umur ubah tau investor asing males masukin duit milih negara tetangga sebentar sebentar otak atik rkab sebentar sebentar otak atik royalty sebentar sebentar otak atik tariff windfall tax hasil dll regulasi ubah ubah dada enak jidat tidak pasti hukum tins bumi antm,293,1,46,2026-05-08 16:51:59+00:00,9.0
31493070,AQuos06,Aquos06,"“rakyat miskin ga main saham” tapi sekarang orang main saham jadi miskin karna DOI🗿

$BUMI $PTRO $TINS",2026-05-08 16:49:58,12,7,"BUMI, PTRO, TINS",rakyat miskin ga main saham tapi sekarang orang main saham jadi miskin karna doi bumi ptro tins,"['rakyat', 'miskin', 'ga', 'main', 'saham', 'tapi', 'sekarang', 'orang', 'main', 'saham', 'jadi', 'miskin', 'karna', 'doi', 'bumi', 'ptro', 'tins']","['rakyat', 'miskin', 'tidak', 'main', 'saham', 'tapi', 'sekarang', 'orang', 'main', 'saham', 'jadi', 'miskin', 'karna', 'doi', 'bumi', 'ptro', 'tins']","['rakyat', 'miskin', 'tidak', 'main', 'saham', 'orang', 'main', 'saham', 'miskin', 'doi', 'bumi', 'ptro', 'tins']","['rakyat', 'miskin', 'tidak_main', 'saham', 'orang', 'main', 'saham', 'miskin', 'doi', 'bumi', 'ptro', 'tins']","['rakyat', 'miskin', 'tidak main', 'saham', 'orang', 'main', 'saham', 'miskin', 'doi', 'bumi', 'ptro', 'tins']",rakyat miskin tidak main saham orang main saham miskin doi bumi ptro tins,73,0,12,2026-05-08 16:49:58+00:00,-11.0
31493031,syariftuhulele,syarif syahil,$CUAN $DEWA $BUMI apa di hold aja ya? 🤔,2026-05-08 16:49:23,2,26,"CUAN, DEWA, BUMI",cuan dewa bumi apa di hold aja ya,"['cuan', 'dewa', 'bumi', 'apa', 'di', 'hold', 'aja', 'ya']","['cuan', 'dewa', 'bumi', 'apa', 'di', 'hold', 'aja', 'ya']","['cuan', 'dewa', 'bumi', 'hold']","['cuan', 'dewa', 'bumi', 'hold']","['cuan', 'dewa', 'bumi', 'hold']",cuan dewa bumi hold,19,2,4,2026-05-08 16:49:23+00:00,0.0
31492814,Ridwan23berkahamin,ridoneee,"$EMAS bro bro yang tau ada data/berita valid apa hari ini ko sampe junam dalem banget ya? 
$BUMI $ANTM",2026-05-08 16:45:25,0,7,"EMAS, BUMI, ANTM",emas bro bro yang tau ada data berita valid apa hari ini ko sampe junam dalem banget ya bumi antm,"['emas', 'bro', 'bro', 'yang', 'tau', 'ada', 'data', 'berita', 'valid', 'apa', 'hari', 'ini', 'ko', 'sampe', 'junam', 'dalem', 'banget', 'ya', 'bumi', 'antm']","['emas', 'bro', 'bro', 'yang', 'tau', 'ada', 'data', 'berita', 'valid', 'apa', 'hari', 'ini', 'ko', 'sampe', 'junam', 'dalem', 'banget', 'ya', 'bumi', 'antm']","['emas', 'bro', 'bro', 'tau', 'data', 'berita', 'valid', 'ko', 'sampe', 'junam', 'dalem', 'bumi', 'antm']","['emas', 'bro', 'bro', 'tau', 'data', 'berita', 'valid', 'ko', 'sampe', 'junam', 'dalem', 'bumi', 'antm']","['emas', 'bro', 'bro', 'tau', 'data', 'berita', 'valid', 'ko', 'sampe', 'junam', 'dalem', 'bumi', 'antm']",emas bro bro tau data berita valid ko sampe junam dalem bumi antm,65,0,13,2026-05-08 16:45:25+00:00,-13.0
31492725,kautsarramadhan,ramadhan12,"$IHSG jadi penyebab IHSG turun lagi karena pajak minerba atau karena kasus virus? Kalo karena pajak ini lebay banget turunnya padahal masih usulan. Kalau karena virus gak tau ye karena emiten kesehatan pada berterbangan, ya lebay juga sih responnya 😂 masih ada hipotesis lain sih, sehat sehat pahlawan bursa yang niatnya menabung tahan tahan gak jajan malah cut loss dihantam bursa. Btw senin ada tekanan tambahan dari BMRI yang ex date dividen, semoga porto pada aman ya kalian 😄

$BUMI $PTRO",2026-05-08 16:43:46,6,0,"IHSG, BUMI, PTRO",ihsg jadi penyebab ihsg turun lagi karena pajak minerba atau karena kasus virus kalo karena pajak ini lebay banget turunnya padahal masih usulan kalau karena virus gak tau ye karena emiten kesehatan pada berterbangan ya lebay juga sih responnya masih ada hipotesis lain sih sehat sehat pahlawan bursa yang niatnya menabung tahan tahan gak jajan malah cut loss dihantam bursa btw senin ada tekanan tambahan dari bmri yang ex date dividen semoga porto pada aman ya kalian bumi ptro,"['ihsg', 'jadi', 'penyebab', 'ihsg', 'turun', 'lagi', 'karena', 'pajak', 'minerba', 'atau', 'karena', 'kasus', 'virus', 'kalo', 'karena', 'pajak', 'ini', 'lebay', 'banget', 'turunnya', 'padahal', 'masih', 'usulan', 'kalau', 'karena', 'virus', 'gak', 'tau', 'ye', 'karena', 'emiten', 'kesehatan', 'pada', 'berterbangan', 'ya', 'lebay', 'juga', 'sih', 'responnya', 'masih', 'ada', 'hipotesis', 'lain', 'sih', 'sehat', 'sehat', 'pahlawan', 'bursa', 'yang', 'niatnya', 'menabung', 'tahan', 'tahan', 'gak', 'jajan', 'malah', 'cut', 'loss', 'dihantam', 'bursa', 'btw', 'senin', 'ada', 'tekanan', 'tambahan', 'dari', 'bmri', 'yang', 'ex', 'date', 'dividen', 'semoga', 'porto', 'pada', 'aman', 'ya', 'kalian', 'bumi', 'ptro']","['ihsg', 'jadi', 'penyebab', 'ihsg', 'turun', 'lagi', 'karena', 'pajak', 'minerba', 'atau', 'karena', 'kasus', 'virus', 'kalo', 'karena', 'pajak', 'ini', 'lebay', 'banget', 'turunnya', 'padahal', 'masih', 'usulan', 'kalau', 'karena', 'virus', 'tidak', 'tau', 'ye', 'karena', 'emiten', 'kesehatan', 'pada', 'berterbangan', 'ya', 'lebay', 'juga', 'sih', 'responnya', 'masih', 'ada', 'hipotesis', 'lain', 'sih', 'sehat', 'sehat', 'pahlawan', 'bursa', 'yang', 'niatnya', 'menabung', 'tahan', 'tahan', 'tidak', 'jajan', 'malah', 'cut', 'loss', 'dihantam', 'bursa', 'btw', 'senin', 'ada', 'tekanan', 'tambahan', 'dari', 'bmri', 'yang', 'ex', 'date', 'dividen', 'semoga', 'porto', 'pada', 'aman', 'ya', 'kalian', 'bumi', 'ptro']","['ihsg', 'penyebab', 'ihsg', 'turun', 'pajak', 'minerba', 'virus', 'pajak', 'lebay', 'turunnya', 'usulan', 'virus', 'tidak', 'tau', 'ye', 'emiten', 'kesehatan', 'berterbangan', 'lebay', 'responnya', 'hipotesis', 'sehat', 'sehat', 'pahlawan', 'bursa', 'niatnya', 'menabung', 'tahan', 'tahan', 'tidak', 'jajan', 'cut', 'loss', 'dihantam', 'bursa', 'btw', 'senin', 'tekanan', 'tambahan', 'bmri', 'ex', 'date', 'dividen', 'porto', 'aman', 'bumi', 'ptro']","['ihsg', 'penyebab', 'ihsg', 'turun', 'pajak', 'minerba', 'virus', 'pajak', 'lebay', 'turunnya', 'usulan', 'virus', 'tidak_tau', 'ye', 'emiten', 'kesehatan', 'berterbangan', 'lebay', 'responnya', 'hipotesis', 'sehat', 'sehat', 'pahlawan', 'bursa', 'niatnya', 'menabung', 'tahan', 'tahan', 'tidak_jajan', 'cut', 'loss', 'dihantam', 'bursa', 'btw', 'senin', 'tekanan', 'tambahan', 'bmri', 'ex', 'date', 'dividen', 'porto', 'aman', 'bumi', 'ptro']","['ihsg', 'sebab', 'ihsg', 'turun', 'pajak', 'minerba', 'virus', 'pajak', 'lebay', 'turun', 'usul', 'virus', 'tidak tau', 'ye', 'emiten', 'sehat', 'bangan', 'lebay', 'responnya', 'hipotesis', 'sehat', 'sehat', 'pahlawan', 'bursa', 'niat', 'tabung', 'tahan', 'tahan', 'tidak jajan', 'cut', 'loss', 'hantam', 'bursa', 'btw', 'senin', 'tekan', 'tambah', 'bmri', 'ex', 'date', 'dividen', 'porto', 'aman', 'bumi', 'ptro']",ihsg sebab ihsg turun pajak minerba virus pajak lebay turun usul virus tidak tau ye emiten sehat bangan lebay responnya hipotesis sehat sehat pahlawan bursa niat tabung tahan tahan tidak jajan cut loss hantam bursa btw senin tekan tambah bmri ex date dividen porto aman bumi ptro,279,1,45,2026-05-08 16:43:46+00:00,7.0
31492609,fafafifu,,"$BUMI $BNBR $MINA 
Kenapa kok hari ini pada down semua ya ada berita apa ?",2026-05-08 16:41:38,2,0,"BUMI, BNBr, MINA",bumi bnbr mina kenapa kok hari ini pada down semua ya ada berita apa,"['bumi', 'bnbr', 'mina', 'kenapa', 'kok', 'hari', 'ini', 'pada', 'down', 'semua', 'ya', 'ada', 'berita', 'apa']","['bumi', 'bnbr', 'mina', 'kenapa', 'kok', 'hari', 'ini', 'pada', 'down', 'semua', 'ya', 'ada', 'berita', 'apa']","['bumi', 'bnbr', 'mina', 'down', 'berita']","['bumi', 'bnbr', 'mina', 'down', 'berita']","['bumi', 'bnbr', 'mina', 'down', 'berita']",bumi bnbr mina down berita,26,0,5,2026-05-08 16:41:38+00:00,-7.0
31492523,tepenattu,stefanus mario attu,$BUMI intinya kalau ga diatas 500 ga bakal TP dulu...😄😄...sekalipun kemarin nyesek juga profit hilang banyak tp gpp...yakin ihsg masih bs comeback lagi 💪🏼...masuk diharga bawah jadi salah satu privilege buat ngehold...,2026-05-08 16:40:25,12,14,BUMI,bumi intinya kalau ga diatas ga bakal tp dulu sekalipun kemarin nyesek juga profit hilang banyak tp gpp yakin ihsg masih bs comeback lagi masuk diharga bawah jadi salah satu privilege buat ngehold,"['bumi', 'intinya', 'kalau', 'ga', 'diatas', 'ga', 'bakal', 'tp', 'dulu', 'sekalipun', 'kemarin', 'nyesek', 'juga', 'profit', 'hilang', 'banyak', 'tp', 'gpp', 'yakin', 'ihsg', 'masih', 'bs', 'comeback', 'lagi', 'masuk', 'diharga', 'bawah', 'jadi', 'salah', 'satu', 'privilege', 'buat', 'ngehold']","['bumi', 'intinya', 'kalau', 'tidak', 'diatas', 'tidak', 'bakal', 'tp', 'dulu', 'sekalipun', 'kemarin', 'nyesek', 'juga', 'profit', 'hilang', 'banyak', 'tp', 'gpp', 'yakin', 'ihsg', 'masih', 'bs', 'comeback', 'lagi', 'masuk', 'diharga', 'bawah', 'jadi', 'salah', 'satu', 'privilege', 'buat', 'ngehold']","['bumi', 'intinya', 'tidak', 'diatas', 'tidak', 'kemarin', 'nyesek', 'profit', 'hilang', 'gpp', 'ihsg', 'bs', 'comeback', 'masuk', 'diharga', 'salah', 'privilege', 'ngehold']","['bumi', 'intinya', 'tidak_diatas', 'tidak_kemarin', 'nyesek', 'profit', 'hilang', 'gpp', 'ihsg', 'bs', 'comeback', 'masuk', 'diharga', 'salah', 'privilege', 'ngehold']","['bumi', 'inti', 'tidak atas', 'tidak kemarin', 'nyesek', 'profit', 'hilang', 'gpp', 'ihsg', 'bs', 'comeback', 'masuk', 'harga', 'salah', 'privilege', 'ngehold']",bumi inti tidak atas tidak kemarin nyesek profit hilang gpp ihsg bs comeback masuk harga salah privilege ngehold,112,0,16,2026-05-08 16:40:25+00:00,-3.0
31492336,JefriInsani,Jefri Insani,"Menyalaaaa😂🔥🔥🔥

$BUMI $LCKM $ESIP",2026-05-08 16:37:24,9,8,"BUMI, LCKM, ESIP",menyalaa bumi lckm esip,"['menyalaa', 'bumi', 'lckm', 'esip']","['menyalaa', 'bumi', 'lckm', 'esip']","['menyalaa', 'bumi', 'lckm', 'esip']","['menyalaa', 'bumi', 'lckm', 'esip']","['menyalaa', 'bumi', 'lckm', 'esip']",menyalaa bumi lckm esip,23,2,4,2026-05-08 16:37:24+00:00,0.0
31492147,Ydamayanti0506,Yenni Damayanti,$BUMI weekend yang suram,2026-05-08 16:34:52,0,0,BUMI,bumi weekend yang suram,"['bumi', 'weekend', 'yang', 'suram']","['bumi', 'weekend', 'yang', 'suram']","['bumi', 'weekend', 'suram']","['bumi', 'weekend', 'suram']","['bumi', 'weekend', 'suram']",bumi weekend suram,18,0,3,2026-05-08 16:34:52+00:00,-5.0
31492075,ekaditio,ekaditio,"POV Senin : ""Siap2 serok ya gess""

POV Ritel Jumat : ""MATAMU COK B4B! ASSYU #$+#(*:(*!$(#"" 

WKWKWKKW 

$BUMI $INET $MDKA",2026-05-08 16:33:46,3,0,"BUMI, INET, MDKA",pov senin siap serok ya gess pov ritel jumat matamu cok bb assyu wkwkwkkw bumi inet mdka,"['pov', 'senin', 'siap', 'serok', 'ya', 'gess', 'pov', 'ritel', 'jumat', 'matamu', 'cok', 'bb', 'assyu', 'wkwkwkkw', 'bumi', 'inet', 'mdka']","['pov', 'senin', 'siap', 'serok', 'ya', 'gess', 'pov', 'ritel', 'jumat', 'matamu', 'cok', 'bb', 'assyu', 'wkwkwkkw', 'bumi', 'inet', 'mdka']","['pov', 'senin', 'serok', 'gess', 'pov', 'ritel', 'jumat', 'matamu', 'cok', 'bb', 'assyu', 'wkwkwkkw', 'bumi', 'inet', 'mdka']","['pov', 'senin', 'serok', 'gess', 'pov', 'ritel', 'jumat', 'matamu', 'cok', 'bb', 'assyu', 'wkwkwkkw', 'bumi', 'inet', 'mdka']","['pov', 'senin', 'serok', 'gess', 'pov', 'ritel', 'jumat', 'mata', 'cok', 'bb', 'assyu', 'wkwkwkkw', 'bumi', 'inet', 'mdka']",pov senin serok gess pov ritel jumat mata cok bb assyu wkwkwkkw bumi inet mdka,78,2,15,2026-05-08 16:33:46+00:00,0.0
31492023,MuhammadAryaFaurizki,Muhammad Arya Faurizki,"$ERAA gk usah ikut ikutan turun ya u bukan usaha tambang wkwkwk
$ANTM $BUMI",2026-05-08 16:33:07,1,2,"ERAA, ANTM, BUMI",eraa gk usah ikut ikutan turun ya u bukan usaha tambang wkwkwk antm bumi,"['eraa', 'gk', 'usah', 'ikut', 'ikutan', 'turun', 'ya', 'u', 'bukan', 'usaha', 'tambang', 'wkwkwk', 'antm', 'bumi']","['eraa', 'gk', 'usah', 'ikut', 'ikutan', 'turun', 'ya', 'u', 'bukan', 'usaha', 'tambang', 'wkwkwk', 'antm', 'bumi']","['eraa', 'gk', 'ikutan', 'turun', 'u', 'bukan', 'usaha', 'tambang', 'antm', 'bumi']","['eraa', 'gk', 'ikutan', 'turun', 'u', 'bukan_usaha', 'tambang', 'antm', 'bumi']","['eraa', 'gk', 'ikut', 'turun', 'u', 'bukan usaha', 'tambang', 'antm', 'bumi']",eraa gk ikut turun u bukan usaha tambang antm bumi,50,0,9,2026-05-08 16:33:07+00:00,-2.0
31491926,Dhitohafizh,TraderSlowLiving,$BUMI $IHSG globalnya anteng aja padahal indeks kita anomali 🤣 yg punya cash tahan dulu kita liat situasi senin kayak apa 😆,2026-05-08 16:31:45,3,2,"BUMI, IHSG",bumi ihsg globalnya anteng aja padahal indeks kita anomali yg punya cash tahan dulu kita liat situasi senin kayak apa,"['bumi', 'ihsg', 'globalnya', 'anteng', 'aja', 'padahal', 'indeks', 'kita', 'anomali', 'yg', 'punya', 'cash', 'tahan', 'dulu', 'kita', 'liat', 'situasi', 'senin', 'kayak', 'apa']","['bumi', 'ihsg', 'globalnya', 'anteng', 'aja', 'padahal', 'indeks', 'kita', 'anomali', 'yg', 'punya', 'cash', 'tahan', 'dulu', 'kita', 'liat', 'situasi', 'senin', 'kayak', 'apa']","['bumi', 'ihsg', 'globalnya', 'anteng', 'indeks', 'anomali', 'cash', 'tahan', 'liat', 'situasi', 'senin', 'kayak']","['bumi', 'ihsg', 'globalnya', 'anteng', 'indeks', 'anomali', 'cash', 'tahan', 'liat', 'situasi', 'senin', 'kayak']","['bumi', 'ihsg', 'global', 'anteng', 'indeks', 'anomali', 'cash', 'tahan', 'liat', 'situasi', 'senin', 'kayak']",bumi ihsg global anteng indeks anomali cash tahan liat situasi senin kayak,74,1,12,2026-05-08 16:31:45+00:00,6.0
